N,M,L,Disc JS (MLP),Disc JS (RF),Disc JS (LogReg),Disc JS (XGBoost),Disc JS (LogRegPol),Disc JS (TabPFN),Time (MLP),Time (RF),Time (LogReg),Time (XGBoost),Time (LogRegPol),Time (TabPFN),Syndat JS,Syndat Time (s),Synthcity JS,Synthcity Time (s),GT MC JS
1000,750,100,0.0520134508609771,0.0946572363376617,0.0209357976913452,0.4589438080787659,0.018425178527832,0.2856763303279876,22.774631404876708,119.54460887908937,40.20821480751037,72.81650519371033,743.0695038318634,0.4744905948638916,0.0103682919817058,0.0516398906707763,0.0089052291906653,0.0290001392364501,-1.0
