N,M,L,Disc JS (MLP),Disc JS (RF),Disc JS (LogReg),Disc JS (XGBoost),Disc JS (LogRegPol),Disc JS (TabPFN),Time (MLP),Time (RF),Time (LogReg),Time (XGBoost),Time (LogRegPol),Time (TabPFN),Syndat JS,Syndat Time (s),Synthcity JS,Synthcity Time (s)
10000,7500,1000,0.9192413091659546,0.9876771807670592,0.046027934551239,0.9953311800956726,0.2170799195766449,0.9912939071655272,1122.7214605808258,311.83037705421447,864.8083366870881,136.0135820865631,25275.98739056587,1.732294225692749,0.0404376690313126,0.1827072143554687,0.0194832900739347,0.1242849826812744
