N,M,L,Analytical KL,Disc KL (MLP),Disc KL (RF),Disc KL (LogReg),Disc KL (XGBoost),Disc KL (LogRegPol),Disc KL (TabPFN),Time (MLP),Time (RF),Time (LogReg),Time (XGBoost),Time (LogRegPol),Time (TabPFN)
2,2000,2000,0.2461799034848809,0.2343570983037352,0.22884092181921,0.2787187585607171,0.2302505992352962,0.2826900880783796,0.2729079473763704,317.63017735481264,23.2042001247406,0.4367019653320312,71.51680979728698,1.0193320751190185,0.545114278793335
10,2000,2000,1.0349557757377623,1.0604220151901245,1.0504799842834474,1.2482149839401244,1.0828506469726562,1.2479979515075683,1.0929648160934449,228.78950629234316,41.98946576118469,0.7644902229309082,117.28970603942872,51.17886905670166,0.5119895458221435
25,2000,2000,1.8272106885910036,1.680986738204956,1.8153652667999267,2.219273638725281,1.906868433952332,2.219273638725281,1.714827823638916,231.57488446235655,54.9021605014801,1.0982386112213134,194.4725471496582,1517.0727704048156,0.6581751823425293
40,2000,2000,2.713356447219849,2.2755414247512817,1.8968104600906373,2.9766740560531617,2.6997753381729126,2.9766740560531617,2.2349892139434813,234.0826908111572,62.68797516822815,1.4031215190887452,272.25331807136536,5470.871872234345,0.8402861595153809
50,2000,2000,3.3833105087280275,2.7022148609161376,1.8509639501571653,3.699018001556397,2.903057861328125,3.699018001556397,2.551202583312988,231.43572573661805,66.22490968704224,1.4681434154510498,317.8798885822296,9588.78065972328,1.0756097793579102
