Analytical KL,Ground Truth MC KL,MC KL,Disc KL,Time (s)
2.782334327697754,2.783116102218628,2.727362871170044,2.9864251613616943,1.3306992053985596
2.5721216201782227,2.5740792751312256,2.5369536876678467,3.250016689300537,1.7427175045013428
2.2906155586242676,2.2888307571411133,2.270625591278076,1.8102794885635376,1.3426611423492432
2.796201229095459,2.7986249923706055,2.802948236465454,3.444427967071533,1.2283222675323486
3.12550950050354,3.1224961280822754,3.1540536880493164,3.392220973968506,1.3712074756622314
