N,M,L,Disc JS (MLP),Disc JS (RF),Disc JS (LogReg),Disc JS (XGBoost),Disc JS (LogRegPol),Disc JS (TabPFN),Time (MLP),Time (RF),Time (LogReg),Time (XGBoost),Time (LogRegPol),Time (TabPFN),Syndat JS,Syndat Time (s),Synthcity JS,Synthcity Time (s)
10000,7500,1000,0.3996463060379028,0.8822376370429993,0.010804808139801,0.9970373153686524,0.2649059116840362,0.9973708629608156,962.5764070034028,604.9549712657929,456.2130534172058,151.8238380432129,23768.477805995943,1.875127458572388,0.0713253852145423,0.0354023933410644,0.0668578068712711,0.0311684608459472
