N,M,L,Disc JS (MLP),Disc JS (RF),Disc JS (LogReg),Disc JS (XGBoost),Disc JS (TabPFN),Time (MLP),Time (RF),Time (LogReg),Time (XGBoost),Time (TabPFN),Syndat JS,Syndat Time (s),Synthcity JS,Synthcity Time (s)
train_100,400,112,0.5796541213989258,0.3784377217292786,0.1387078523635864,0.4834881842136383,0.6194563865661621,23.96080403327942,118.9350830078125,42.46995916366577,76.13268356323242,0.3225491046905517,0.0370588981350315,0.0110167503356933,0.0304204858178628,0.0091837882995605
train_50,400,112,0.594208425283432,0.385119080543518,0.1381993293762207,0.4801543951034546,0.6194758176803589,22.558944416046145,124.599378824234,42.64957909584045,82.11051602363587,0.26539306640625,0.0370588981350315,0.0114965915679931,0.0304204858178628,0.009662389755249
train_25,400,112,0.586687421798706,0.3826736092567444,0.1382175624370575,0.4875662267208099,0.6189694285392762,22.84432406425476,113.4728980064392,41.1806559085846,73.83942136764526,0.2699360847473144,0.0370588981350315,0.0111674785614013,0.0304204858178628,0.0093620777130126
train_12_5,400,112,0.5869985401630402,0.3883327960968017,0.1374624133110046,0.4739760756492615,0.6190358161926269,20.60586433410645,115.27014670372009,41.97997388839722,83.33561158180237,0.2737695693969726,0.0370588981350315,0.0110039234161376,0.0304204858178628,0.0092695713043212
