N,M,L,Analytical KL,Disc KL (MLP),Disc KL (RF),Disc KL (LogReg),Disc KL (LogRegPol),Disc KL (TabPFN),Time (MLP),Time (RF),Time (LogReg),Time (LogRegPol),Time (TabPFN)
0.1,2000,2000,-,3.1150393962860106,3.32888822555542,3.196485328674316,3.196485328674316,3.513162422180176,78.72776365280151,19.009175157547,0.5446288585662842,1.4265432834625245,0.2370667934417724
0.2,2000,2000,-,2.4456202030181884,2.779741954803467,2.490498447418213,2.623282766342163,2.705368185043335,94.06579279899596,19.99316482543945,0.5910646438598632,1.998590850830078,0.2541326999664307
0.3,2000,2000,-,2.0254985809326174,2.1485876083374023,2.012939763069153,2.0612216234207152,2.241480827331543,124.42800788879394,21.19333448410034,0.6312434673309326,2.294989252090454,0.2753907203674316
0.4,2000,2000,-,1.716480541229248,1.854834890365601,1.7099656820297242,1.7634099006652832,1.9334208488464355,108.57897810935974,21.972553300857545,0.7268353939056397,2.583821153640747,0.2966409683227539
0.5,2000,2000,-,1.499671983718872,1.5934639692306518,1.5374902963638306,1.66736798286438,1.6926105260848998,128.3487355232239,22.909055280685426,0.7465099811553955,2.5922262191772463,0.3197801113128662
0.6,2000,2000,-,1.3348587036132813,1.4275136232376098,1.341245675086975,1.5153847932815552,1.4882275104522704,97.80439262390136,23.518731355667114,0.7269296169281005,2.63966703414917,0.3422048568725586
0.7,2000,2000,-,1.1736857891082764,1.2608149766921997,1.172278881072998,1.3754410982131955,1.3338188171386718,105.88170356750489,24.491561794281004,0.6987865447998047,2.526073169708252,0.3421065330505371
0.8,2000,2000,-,1.0391627430915833,1.1820544600486755,0.9868524670600892,1.3554217100143433,1.1826916456222534,147.0555066585541,25.241142129898076,0.8127087116241455,2.4186264991760256,0.3400209426879882
0.9,2000,2000,-,0.9318849563598632,1.0204827547073363,0.8579904437065125,1.1142069101333618,1.052409553527832,176.00058116912842,26.15624670982361,0.6824996948242188,2.4060699939727783,0.3688820362091064
1.0,2000,2000,-,0.8166530966758728,0.8758758425712585,0.7488126158714294,1.0435431361198426,0.9401644110679628,219.50996918678285,26.95907773971557,0.7488006114959717,2.436505746841431,0.3815941333770752
