N,M,L,Disc JS (MLP),Disc JS (RF),Disc JS (LogReg),Disc JS (XGBoost),Disc JS (LogRegPol),Disc JS (TabPFN),Time (MLP),Time (RF),Time (LogReg),Time (XGBoost),Time (LogRegPol),Time (TabPFN),Syndat JS,Syndat Time (s),Synthcity JS,Synthcity Time (s),GT MC JS
0.1,2000,2000,0.0,0.0,0.0,0.0,0.0,0.0,78.72776365280151,19.009175157547,0.5446288585662842,63.46504435539246,1.4265432834625245,0.2370667934417724,0.1764380640425774,0.0020910739898681,0.1435600394867793,0.0027482986450195,0.2976099729537964
0.2,2000,2000,0.0299446940422058,0.0,0.0,0.0015569448471069,0.0010743618011474,0.0,94.06579279899596,19.99316482543945,0.5910646438598632,64.70041375160217,1.998590850830078,0.2541326999664307,0.1645779185714775,0.0021400928497314,0.1424940605749506,0.0027740001678466,0.2974433541297913
0.3,2000,2000,0.1397531032562255,0.0976388692855834,0.098300039768219,0.1006974697113037,0.1098488688468933,0.0919945359230041,124.42800788879394,21.19333448410034,0.6312434673309326,69.67274370193482,2.294989252090454,0.2753907203674316,0.1612161899452678,0.0021564006805419,0.1435892841943767,0.0028084754943847,0.2976799130439758
0.4,2000,2000,0.2126789808273315,0.1856012821197509,0.18197101354599,0.1904419660568237,0.191187036037445,0.1806417822837829,108.57897810935974,21.972553300857545,0.7268353939056397,66.09784135818481,2.583821153640747,0.2966409683227539,0.1594314097856812,0.0022070407867431,0.143033363787519,0.0028379917144775,0.2976574838161469
0.5,2000,2000,0.2402101278305053,0.2209786295890808,0.2130143761634826,0.2259645938873291,0.2221907138824463,0.2220743417739868,128.3487355232239,22.909055280685426,0.7465099811553955,69.41592569351197,2.5922262191772463,0.3197801113128662,0.1597095999244498,0.0022086143493652,0.144286527897703,0.0028828620910644,0.2975655436515808
0.6,2000,2000,0.2678089499473571,0.2487831354141235,0.2411335706710815,0.2518105864524841,0.2541559696197509,0.254415488243103,97.80439262390136,23.518731355667114,0.7269296169281005,71.77763562202453,2.63966703414917,0.3422048568725586,0.1603687730542064,0.0022160053253173,0.1458232476477255,0.0028655529022216,0.2974645912647247
0.7,2000,2000,0.2829962909221649,0.2677508354187011,0.2604476392269134,0.2712884902954101,0.2740388751029968,0.2751805424690247,105.88170356750489,24.491561794281004,0.6987865447998047,73.07143044471741,2.526073169708252,0.3421065330505371,0.1602952833324335,0.0022778511047363,0.1460674601771137,0.0029327869415283,0.2975398600101471
0.8,2000,2000,0.2901085615158081,0.277566909790039,0.2717110633850098,0.2773158550262451,0.2877233386039733,0.2845052719116211,147.0555066585541,25.241142129898076,0.8127087116241455,76.81117148399353,2.4186264991760256,0.3400209426879882,0.1607711598890124,0.0022769927978515,0.1469362022015956,0.0029433727264404,0.2976914167404175
0.9,2000,2000,0.2947846710681915,0.2825874984264374,0.2767161190509796,0.2856840312480926,0.2930970668792724,0.2917229354381561,176.00058116912842,26.15624670982361,0.6824996948242188,73.10247554779053,2.4060699939727783,0.3688820362091064,0.1602496181209202,0.0022939205169677,0.14713008302623,0.0029665470123291,0.2976335167884826
1.0,2000,2000,0.2976196527481079,0.286455887556076,0.2806834101676941,0.2859753429889679,0.2960684716701507,0.2974460005760193,219.50996918678285,26.95907773971557,0.7488006114959717,75.47688956260681,2.436505746841431,0.3815941333770752,0.1600316768230058,0.0023324012756347,0.1468572820447321,0.00298433303833,0.2975161612033844
