N,M,L,Disc JS (MLP),Disc JS (RF),Disc JS (LogReg),Disc JS (XGBoost),Disc JS (LogRegPol),Disc JS (TabPFN),Time (MLP),Time (RF),Time (LogReg),Time (XGBoost),Time (LogRegPol),Time (TabPFN),Syndat JS,Syndat Time (s),Synthcity JS,Synthcity Time (s)
10000,7500,1000,0.8489535570144653,0.5548429250717163,0.1255546867847442,0.8901256322860718,0.4885857582092285,0.9053422451019288,1114.879587650299,695.8246411323547,76.64030647277832,240.4010700702667,9071.47035870552,1.6973989009857178,0.03129470206743,0.0243626117706298,0.0296234932623168,0.022876501083374
