N,M,L,Disc JS (MLP),Disc JS (RF),Disc JS (LogReg),Disc JS (XGBoost),Disc JS (LogRegPol),Disc JS (TabPFN),Time (MLP),Time (RF),Time (LogReg),Time (XGBoost),Time (LogRegPol),Time (TabPFN),Syndat JS,Syndat Time (s),Synthcity JS,Synthcity Time (s),GT MC JS
0.1,2000,2000,0.0,0.0,0.0,0.0,0.0,0.0,60.43855004310608,19.361635780334478,0.6769685268402099,61.77423796653748,1.0966984748840332,0.8251043796539307,0.0597739998326222,0.0023640155792236,0.0517229937501523,0.0031341075897216,0.0916077569127082
0.2,2000,2000,0.0,0.0,0.0,0.0,0.0,0.0,75.30735645294189,20.231177282333373,0.5776076316833496,68.4384301662445,1.037959337234497,0.329295015335083,0.0423045755233928,0.002117919921875,0.0375358275117412,0.0027784347534179,0.0914055868983268
0.3,2000,2000,0.0,0.0,0.0,0.0,0.0,0.0,145.16998262405394,21.611294555664063,0.5611177921295166,69.40842056274414,1.2723076820373536,0.295091438293457,0.037351331896405,0.0021538734436035,0.0339012032261269,0.002810525894165,0.0915404587984085
0.4,2000,2000,0.0,0.0,0.0,0.0,0.0,0.0,141.05197682380677,22.58454337120056,0.6409011363983155,72.45800342559815,1.2699957847595216,0.3027269840240478,0.0342896944610722,0.0021678924560546,0.0305839840361148,0.0028370380401611,0.0915596857666969
0.5,2000,2000,0.0224825024604797,0.0079646944999694,0.0,0.0067767143249511,0.0150304317474365,0.0044366121292114,131.63442764282226,23.64340672492981,0.5765504837036133,75.09361429214478,1.4231033325195312,0.3361713409423828,0.033168642604104,0.0021914005279541,0.0291533557112674,0.0028459548950195,0.0916811242699623
0.6,2000,2000,0.0503426551818847,0.0367324590682983,0.0090227484703063,0.0365158796310424,0.0422446370124816,0.0374402999877929,122.1571487426758,24.5519971370697,0.5968853950500488,75.60977783203126,1.4991378307342529,0.3533618450164795,0.033597194870318,0.0022450447082519,0.0294758399890236,0.0029057025909423,0.0917174994945526
0.7,2000,2000,0.0695617079734802,0.0565229654312133,0.028511619567871,0.0586761236190795,0.0633722424507141,0.0633076429367065,158.69686512947084,25.26903004646301,0.6070733547210694,79.56432909965515,1.3787810802459717,0.3408171653747558,0.0348514765322651,0.0022558212280273,0.0304014341213956,0.0029137134552001,0.0918975085020065
0.8,2000,2000,0.0792690992355346,0.0666271924972534,0.0417269825935363,0.0678412675857544,0.0755009531974792,0.0755377292633056,169.68098101615905,26.455457544326784,0.8505369186401367,80.95219173431397,1.4720240592956544,0.346263313293457,0.0333269279050105,0.0023219585418701,0.0290068624355649,0.0029773712158203,0.0919683799147605
0.9,2000,2000,0.0855691254138946,0.0743708789348602,0.048565924167633,0.0766518414020538,0.0855029046535491,0.0836071610450744,171.04069437980652,27.4517765045166,0.7188806056976318,77.44211063385009,1.481969451904297,0.3546900749206543,0.0321444469946007,0.002310037612915,0.0278673106487726,0.0029775619506835,0.0918437808752059
1.0,2000,2000,0.0865520179271698,0.0769658267498016,0.050675344467163,0.0774667382240295,0.0865260779857635,0.0867160677909851,201.2004534244537,28.02899141311645,0.6939124584197998,76.34653949737549,1.4428850173950196,0.3677527904510498,0.0325358372797896,0.0024442672729492,0.0280660808844472,0.0031488895416259,0.0919084951281547
