Dataset,Generator,MLP GPU JS,MLP GPU JS std,MLP CPU JS,MLP CPU JS std,Abs. JS difference,MLP GPU time (s),MLP GPU time std,MLP CPU time (s),MLP CPU time std,CPU/GPU speedup
adult,VAE,0.035920959711074785,0.03726232204542657,0.03884214162826534,0.036886062367896606,0.0029211819171905545,11.013971328735352,1.2653176867799958,15.124624061584473,1.8323696375980212,1.3732216663869885
adult,CTGAN,0.01006560325622554,0.01369105472059948,0.00909398794174192,0.011911336765256917,0.00097161531448362,12.023480558395386,2.2173440913290725,15.004164791107177,2.224544878208082,1.2479052732056468
