N,M,L,Ground Truth MC JS,Ground Truth MC JS (CI),MC JS,MC JS (CI),Disc JS,Disc JS (CI),Time (s),Syndat JS,Syndat JS (CI),Syndat Time (s),Synthcity JS,Synthcity JS (CI),Synthcity Time (s)
10,2000,2000,0.2484610736370086,0.0930968623405517,0.1903461188077926,0.1093371584195075,0.1819093644618988,0.106508378010901,213.0677728652954,0.0825262424358984,0.0373502580163501,0.0019380092620849,0.0749944339634891,0.03476916096407,0.0026676177978515
100,2000,2000,0.0202219687402248,0.0051153852081421,0.0165831520222127,0.019876521829035,0.0078015148639678,0.0096441579945152,148.83434591293334,0.0143110749882335,0.0029442455824978,0.00186128616333,0.0124916116787372,0.0028290418791747,0.0025985717773437
110,2000,2000,0.0185502914711833,0.0068832309930465,0.0196542501915246,0.0160525921751732,0.0079043865203857,0.0068797488291283,122.70935831069946,0.0121965487001896,0.0025930812758339,0.001865816116333,0.0103692195804129,0.0023276872843606,0.0025906085968017
120,2000,2000,0.0200919274240732,0.0058604317860293,0.028808413632214,0.0228144504735254,0.0211936354637146,0.014797996582589,97.40904726982116,0.0177763355847396,0.0042160198741024,0.0018686294555664,0.0151337255298881,0.0035593013370859,0.0025875091552734
130,2000,2000,0.0163852183148264,0.0041980697853714,0.0100135542452335,0.0170595016958363,0.0096768021583557,0.0153225388046946,118.47916955947876,0.0110072125947994,0.0014603844898126,0.001893663406372,0.0093597346302283,0.0012612672705596,0.002596092224121
140,2000,2000,0.0128528075292706,0.0028090351967449,0.0103504044935107,0.0109727977318563,0.0027381539344787,0.0048001072862781,78.04244728088379,0.0117864954416663,0.0029328620400381,0.0018789291381835,0.0099569078391681,0.0025939437788698,0.0026053428649902
150,2000,2000,0.0138053239323198,0.0038489979280016,0.0116707234643399,0.0068795700456651,0.0090223491191864,0.0072406204264204,105.58596138954162,0.011536819220239969,0.0012986905075237749,0.0018887996673583984,0.009745525073978786,0.0011188693356390565,0.002616596221923828
20,2000,2000,0.1062130063772201,0.0443816324979223,0.1374437406659126,0.0721390621419758,0.1174685895442962,0.0734596384233642,149.9614601135254,0.0405283087984334,0.0223466072378576,0.001842975616455,0.0363061308300575,0.0206439200829917,0.0026232242584228
30,2000,2000,0.0537944763898849,0.0121381431097163,0.0569949738681316,0.0058315811752054,0.0536740660667419,0.0079487830704624,202.59266066551208,0.0265046597242905,0.0055728798324674,0.0018610954284667,0.0233684867987222,0.0046663229063163,0.0026209831237792
40,2000,2000,0.0676992740482091,0.0311240828685452,0.068263928592205,0.0243271067686299,0.0384265124797821,0.032418448702595,119.0067967414856,0.0251408233893247,0.0100440767849936,0.0018460750579833,0.0218365625912849,0.0084864208763803,0.0026104927062988
50,2000,2000,0.0357031954452395,0.0179324207609997,0.034456343203783,0.0380440056944208,0.0221815168857574,0.025850577977205,174.12426948547363,0.0197347015913912,0.0090194325658269,0.0018913269042968,0.0174878270923817,0.0084204975577605,0.0026176929473876
60,2000,2000,0.0557120949029922,0.0095734434860445,0.0328169714659452,0.0353542667630933,0.0350846230983734,0.0199159003892262,251.71594653129577,0.0238603161277673,0.0060465389000106,0.0018417835235595,0.0212752469515753,0.0057307202062322,0.0026103973388671
70,2000,2000,0.0245089946314692,0.008998873021537,0.0467689417302608,0.0272993020837033,0.0189564168453216,0.0140998208555388,125.15729641914368,0.0189660855535185,0.0052355734926756,0.0018433094024658,0.016604118379065,0.0048878322458656,0.0026038646697998
80,2000,2000,0.028449073061347,0.007022328098124,0.0253622028045356,0.0203681807315033,0.024391484260559,0.0188322866017765,144.49377846717834,0.0178214990516746,0.0044237222694691,0.0018439769744873,0.0154349299485866,0.0041159534093359,0.0025905132293701
90,2000,2000,0.0244469795376062,0.005189790391696,0.0313311135396361,0.0233486554687555,0.0250950694084167,0.0207615950545217,154.6217158794403,0.018642707734327,0.0047304424296053,0.0018834590911865,0.0164990974118823,0.0047137951773347,0.0026005268096923
