N,M,L,Ground Truth MC JS,Ground Truth MC JS (CI),MC JS,MC JS (CI),Disc JS,Disc JS (CI),Time (s),Syndat JS,Syndat JS (CI),Syndat Time (s),Synthcity JS,Synthcity JS (CI),Synthcity Time (s)
-,20,20,0.2953417599201202,0.0386502988587075,0.3198785930871963,0.1054223326985993,0.2206465005874633,0.0772812521823217,5.055717849731446,0.1595966879225338,0.0133078085678318,0.0059267520904541,0.068209295351565,0.0050083023954756,0.0052838802337646
-,20,200,0.2949177384376525,0.0386387478691351,0.3006729155778885,0.0554403504485042,0.2066009879112243,0.0399943975275267,7.027910947799683,0.1695242181770984,0.013281575951207,0.0057400226593017,0.0727948549057638,0.0055598595880113,0.005152940750122
-,20,2000,0.2955225855112076,0.0382966038476021,0.2879123479127884,0.0468210788361405,0.2078453481197357,0.0255238745279754,32.74648218154907,0.1807313479842526,0.0223509708159109,0.0056958675384521,0.0762949744540488,0.0077856517428868,0.0051641941070556
-,200,20,0.2947738707065582,0.0382983622056613,0.3203951478004455,0.0553499098936633,0.2801566958427429,0.0685086003900063,7.11994161605835,0.0767043422078994,0.0069250103975125,0.0059602737426757,0.0572672146745018,0.0047635051640754,0.0054024696350097
-,200,200,0.2943053334951401,0.0380806642550484,0.3130030155181885,0.0547316554795109,0.2939740717411041,0.0528101894422549,9.761496877670288,0.0818763125201078,0.007443575664696,0.0059640407562255,0.0603488500398414,0.0053896814088673,0.0054018020629882
-,200,2000,0.2946794062852859,0.0378893469392407,0.2893717467784881,0.0381961335602359,0.2667765259742737,0.040238125002327,35.44960718154907,0.0794464524909876,0.0029145787134319,0.0058949947357177,0.0600805238454491,0.0017202535994986,0.0053771018981933
-,2000,20,0.294437113404274,0.0384927757027203,0.2193220898509025,0.1133680818547019,0.2265817880630493,0.107066150162558,37.10492811203003,0.0561222203577763,0.0054244717206961,0.0082961082458496,0.0507958813486648,0.0050378531020058,0.0077969074249267
-,2000,200,0.2945070952177048,0.0383559215408274,0.3004432141780853,0.0466307660495068,0.2909561157226562,0.048067987997963,49.326185369491576,0.0566515867478873,0.0054975677649827,0.0082469463348388,0.051346929827147,0.0051768257679965,0.0077639102935791
-,2000,2000,0.2942922830581665,0.0380200346732929,0.2994311302900314,0.0506625496791581,0.2936043500900268,0.050183018025529,61.613008642196654,0.056789345707272273,0.005911138843889111,0.008259201049804687,0.0515359971328385,0.005522657953154376,0.0077800750732421875
,20,20,0,,,,0.2807725965976715,0.2188091278076172,0.13141465187072754,23.401979684829712,,
,20,200,0,,,,0.28061115741729736,0.24798990786075592,0.1817261278629303,20.787130117416382,,
,20,20,0,,,,0.2807725965976715,0.2188091278076172,0.13141465187072754,9.331686973571777,,
,20,200,0,,,,0.28061115741729736,0.24798990786075592,0.1817261278629303,16.35994791984558,,
