N,M,L,Ground Truth MC JS,Ground Truth MC JS (CI),MC JS,MC JS (CI),Disc JS,Disc JS (CI),Time (s),Syndat JS,Syndat JS (CI),Syndat Time (s),Synthcity JS,Synthcity JS (CI),Synthcity Time (s)
0.0,2000,2000,0.0,0.0,0.0,0.0,1.1920928955078125e-06,2.089792586747602e-06,1065.1155148506164,0.0081865497234937,0.0006197783942357,0.0020422935485839,0.0063467564132662,0.0007906857515325,0.0029805183410644
0.1,2000,2000,0.0014950372045859,1.70843111906317e-05,0.0014996558136772,0.000830119824306,0.0006360054016113,0.0003583808158906,1161.6774896144866,0.0082299478901018,0.0008969057371424,0.0019542217254638,0.0065317523838928,0.0009298197442167,0.0028270721435546
0.2,2000,2000,0.0061801514588296,4.270162361993227e-05,0.0061897862702608,0.0016745144225725,0.0039721429347991,0.0019376782120178,1182.7955490112304,0.0083027418511146,0.001009664660055,0.0019623756408691,0.0064881204000976,0.0011439993619385,0.0028277873992919
0.3,2000,2000,0.0146310072392225,7.433747636623364e-05,0.0146672572940588,0.0025725169039879,0.0117239117622375,0.0031459051111675,1539.6503706932067,0.0085736561772629,0.0011493917881969,0.0019509315490722,0.0067533970795112,0.0011837212449808,0.0030379772186279
0.4,2000,2000,0.0278024822473526,0.0001081378204252,0.0278821285814046,0.0035430298976577,0.024390423297882,0.0043603652942905,1686.1909925460816,0.0086281608755377,0.0010411261099458,0.0018849849700927,0.0067239932222372,0.0009291825219601,0.0027219295501708
0.5,2000,2000,0.0472250774502754,0.0001407851140129,0.0473496004939079,0.0045707384173394,0.0435836911201477,0.0053430939332296,1654.2517220973969,0.0086023287686053,0.0007883249031365,0.0018394947052001,0.0067648936367546,0.0009240304082751,0.0027019023895263
0.6,2000,2000,0.0754432022571563,0.0001704611431901,0.0756119012832641,0.0055887221808206,0.0715117752552032,0.0067952756421925,770.4698339939117,0.0085211135284789,0.0022173245255881,0.0017914295196533,0.0067128834310132,0.0021874063212648,0.0025808334350585
0.7,2000,2000,0.1170799881219863,0.0002012627172889,0.1173112362623214,0.0064156301942875,0.1130985379219055,0.0076076844840547,734.2815537929534,0.0082202883704612,0.0014966565617274,0.0017968654632568,0.0063248730444401,0.0012915950890139,0.0042150497436523
0.8,2000,2000,0.1819747865200042,0.0002510729137079,0.1822397530078888,0.0065781405326792,0.1770095407962799,0.0073567693711223,520.0144632816315,0.008074221872128,0.001328779119843,0.0017951965332031,0.0062775940561494,0.0012406111711542,0.0025867938995361
0.9,2000,2000,0.2987421870231628,0.0003397372904713,0.2986795663833618,0.0053660598542168,0.2937825560569763,0.0048296851122148,649.852578830719,0.0077373333715499565,0.0009547872116599722,0.001789999008178711,0.006052830691700562,0.0009252518501416156,0.0025876522064208984
