N,M,L,Disc JS (MLP),Disc JS (RF),Disc JS (LogReg),Disc JS (XGBoost),Time (MLP),Time (RF),Time (LogReg),Time (XGBoost),Syndat JS,Syndat Time (s),Synthcity JS,Synthcity Time (s)
-,3750,500,0.1740218758583069,0.175548505783081,0.0272911310195922,0.6393920540809631,367.77863240242,245.65517935752868,46.48848495483399,110.4831148147583,0.0081725520955241,0.0119555950164794,0.0076041761059166,0.0107349872589111
