N,M,L,Ground Truth MC JS,Ground Truth MC JS (CI),MC JS,MC JS (CI),Disc JS,Disc JS (CI),Time (s),Syndat JS,Syndat JS (CI),Syndat Time (s),Synthcity JS,Synthcity JS (CI),Synthcity Time (s)
-,3750,500,-,-,-,-,0.9892726898193359,0.0057172911071232775,93.08404455184936,0.03970104460082671,0.00034937461263294964,0.02946500778198242,0.0166834127958436,0.0005168362572996515,0.024244356155395507
