N,M,L,Ground Truth MC JS,Ground Truth MC JS (CI),MC JS,MC JS (CI),Disc JS,Disc JS (CI),Time (s),Syndat JS,Syndat JS (CI),Syndat Time (s),Synthcity JS,Synthcity JS (CI),Synthcity Time (s)
0.0,2000,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.3434996604919433,0.0081865497234937,0.0006197783942357,0.0020422935485839,0.0063467564132662,0.0007906857515325,0.0029805183410644
0.1,2000,2000,0.0017655160278081,6.694297349123644e-05,0.0026073903311043,0.0006578402701982,0.0004413485527038,0.0007209106840416,0.354861831665039,0.0082299478901018,0.0008969057371424,0.0019542217254638,0.0065317523838928,0.0009298197442167,0.0028270721435546
0.2,2000,2000,0.0073020488023757,0.0001309125422678,0.008786719944328,0.0013992428620429,0.0005622625350952,0.0006603964580646,0.3159859657287597,0.0083027418511146,0.001009664660055,0.0019623756408691,0.0064881204000976,0.0011439993619385,0.0028277873992919
0.3,2000,2000,0.0170467019081115,0.0001913790325471,0.0189525488764047,0.0022489128207287,0.0004975736141204,0.0008520010737829,0.302052354812622,0.0085736561772629,0.0011493917881969,0.0019509315490722,0.0067533970795112,0.0011837212449808,0.0030379772186279
0.4,2000,2000,0.0318209797143936,0.0002484627757588,0.0339272610843181,0.0032440838895703,0.0008293449878692,0.0010728150978401,0.3324440479278564,0.0086281608755377,0.0010411261099458,0.0018849849700927,0.0067239932222372,0.0009291825219601,0.0027219295501708
0.5,2000,2000,0.0530224457383155,0.0003029849330687,0.0551273167133331,0.0044131333006063,0.0018534541130065,0.0016440835835733,0.3627378463745117,0.0086023287686053,0.0007883249031365,0.0018394947052001,0.0067648936367546,0.0009240304082751,0.0027019023895263
0.6,2000,2000,0.083050824701786,0.0003551159953041,0.0849915355443954,0.005750204101589,0.0024864971637725,0.0021527653119013,0.309757137298584,0.0085211135284789,0.0022173245255881,0.0017914295196533,0.0067128834310132,0.0021874063212648,0.0025808334350585
0.7,2000,2000,0.1263443410396575,0.0004013187459975,0.1280165761709213,0.0072063437753499,0.0026826202869415,0.0025315206773563,0.2657987117767334,0.0082202883704612,0.0014966565617274,0.0017968654632568,0.0063248730444401,0.0012915950890139,0.0042150497436523
0.8,2000,2000,0.1924375981092453,0.0004319696293807,0.1938106209039688,0.0086849432315956,0.0026202797889709,0.001957228406229,0.278999376296997,0.008074221872128,0.001328779119843,0.0017951965332031,0.0062775940561494,0.0012406111711542,0.0025867938995361
0.9,2000,2000,0.3091929852962494,0.0004686823203809,0.3102900087833404,0.0098879327007106,0.0038167893886566,0.0031007590775444,0.2833766460418701,0.0077373333715499565,0.0009547872116599722,0.001789999008178711,0.006052830691700562,0.0009252518501416156,0.0025876522064208984
