N,M,L,Analytical KL,Disc KL (MLP),Disc KL (RF),Disc KL (LogReg),Disc KL (XGBoost),Disc KL (LogRegPol),Disc KL (TabPFN),Time (MLP),Time (RF),Time (LogReg),Time (XGBoost),Time (LogRegPol),Time (TabPFN)
-,20,20,-,1.8315210580825805,0.674490612745285,0.889707338809967,0.711136081814766,0.9513827741146088,1.3026901960372923,12.957093143463135,37.19585733413696,4.482480382919311,1.4690142154693604,22.62130398750305,0.0796424865722656
-,20,200,-,1.1931599855422974,0.7885307312011719,1.2026006579399109,0.9520604133605955,1.1624257802963256,1.1875168442726136,23.865240478515624,37.00197553634644,4.420481204986572,1.3866407871246338,22.62412524223328,0.1211564064025878
-,20,2000,-,1.5116969347000122,1.9501431226730344,2.3720511198043823,2.250833773612976,2.268176293373108,1.0007383704185486,128.09830527305604,36.938010454177856,4.612481641769409,1.3592416763305664,22.7363299369812,0.0724431991577148
-,200,20,-,3.0531675577163697,1.1561679244041445,1.824163007736206,0.8224122524261475,1.823229205608368,2.452216148376465,44.79041743278504,38.03625016212463,5.824119281768799,1.8162723064422608,28.84548101425171,0.0969203472137451
-,200,200,-,2.6614616394042967,1.489298439025879,3.4155940055847167,0.9834504961967468,3.403486442565918,2.25489284992218,57.61300387382507,39.82180995941162,5.608635997772216,1.8751065254211423,30.197613143920897,0.0962935447692871
-,200,2000,-,3.021890878677368,3.894239664077759,4.364878177642822,3.750518703460693,4.368095302581788,2.544156885147095,212.41706676483156,39.17628269195557,5.393715906143188,1.8278311252593995,27.50442762374878,0.0975477218627929
-,2000,20,-,2.771147465705872,1.891342544555664,3.2892003536224363,1.1596230149269104,3.268509149551392,3.2103067874908446,192.3158275604248,77.918603515625,5.353909158706665,5.157660818099975,26.625666761398318,0.4345787525177002
-,2000,200,-,2.62759051322937,1.5667179346084594,3.5116366863250734,1.1775907516479491,3.5108253955841064,2.88858847618103,192.04012789726255,76.44166560173035,5.507771253585815,5.14331750869751,26.848394298553465,0.4356884002685547
-,2000,2000,-,2.912501716613769,3.811371469497681,4.189746618270874,3.4792071342468263,4.196801471710205,2.9125186443328857,318.23923420906067,78.94674081802368,5.36961350440979,5.093875455856323,25.706117868423465,0.4334893226623535
