N,M,L,Disc JS (MLP),Disc JS (RF),Disc JS (LogReg),Disc JS (XGBoost),Disc JS (LogRegPol),Disc JS (TabPFN),Time (MLP),Time (RF),Time (LogReg),Time (XGBoost),Time (LogRegPol),Time (TabPFN),Syndat JS,Syndat Time (s),Synthcity JS,Synthcity Time (s)
10000,7500,1000,0.189467191696167,0.2122900068759918,0.0327843308448791,0.692929470539093,0.0541857361793518,0.4143125116825104,932.6020617961884,425.6109503746033,54.80083384513855,158.24297099113463,3733.9827633857726,1.547336959838867,0.008804154083711,0.038704490661621,0.0084022163471863,0.0392491817474365
